a,origin,destination,requirement_status,requirement
25704,North Korea,Central African Republic,0,visa_required
25705,North Korea,Chad,0,visa_required
25706,North Korea,Chile,0,visa_required
25707,North Korea,China,0,visa_required
25708,North Korea,Colombia,0,visa_required
25709,North Korea,Comoros,1,visa_on_arrival
25710,North Korea,Congo [Republic],0,visa_required
25711,North Korea,Congo [DRC],1,visa_on_arrival
25712,North Korea,Costa Rica,0,visa_required
25713,North Korea,Côte d'Ivoire,3,eta
25714,North Korea,Croatia,0,visa_required
25715,North Korea,Cuba,1,visa_on_arrival
25716,North Korea,Cyprus,0,visa_required
25717,North Korea,Czech Republic,0,visa_required
25718,North Korea,Denmark,0,visa_required
25719,North Korea,Djibouti,1,visa_on_arrival
25720,North Korea,Dominica,2,visa_free
25721,North Korea,Dominican Republic,0,visa_required
25722,North Korea,Ecuador,0,visa_required
25723,North Korea,Egypt,1,visa_on_arrival
25724,North Korea,El Salvador,0,visa_required
25725,North Korea,Equatorial Guinea,0,visa_required
25726,North Korea,Eritrea,0,visa_required
25727,North Korea,Estonia,0,visa_required
25728,North Korea,Eswatini,0,visa_required
25729,North Korea,Ethiopia,1,visa_on_arrival
25730,North Korea,Fiji,0,visa_required
25731,North Korea,Finland,0,visa_required
25732,North Korea,France,0,visa_required
25733,North Korea,Gabon,1,visa_on_arrival
25734,North Korea,Gambia,2,visa_free
25735,North Korea,Georgia,0,visa_required
25736,North Korea,Germany,0,visa_required
25737,North Korea,Ghana,0,visa_required
25738,North Korea,Greece,0,visa_required
25739,North Korea,Grenada,0,visa_required
25740,North Korea,Guatemala,0,visa_required
25741,North Korea,Guinea,1,visa_on_arrival
25742,North Korea,Guinea-Bissau,0,visa_required
25743,North Korea,Guyana,2,visa_free
25744,North Korea,Haiti,2,visa_free
25745,North Korea,Honduras,0,visa_required
25746,North Korea,Hong Kong,0,visa_required
25747,North Korea,Hungary,0,visa_required
25748,North Korea,Iceland,0,visa_required
25749,North Korea,India,0,visa_required
25750,North Korea,Indonesia,0,visa_required
25751,North Korea,Iran,1,visa_on_arrival
25752,North Korea,Iraq,0,visa_required
25753,North Korea,Ireland,0,visa_required
25754,North Korea,Israel,0,visa_required
25755,North Korea,Italy,0,visa_required
25756,North Korea,Jamaica,0,visa_required
25757,North Korea,Japan,0,visa_required
25758,North Korea,Jordan,1,visa_on_arrival
25759,North Korea,Kazakhstan,0,visa_required
25760,North Korea,Kenya,0,visa_required
25761,North Korea,Kiribati,0,visa_required
25762,North Korea,Kosovo,0,visa_required
25763,North Korea,Kuwait,0,visa_required
25764,North Korea,Kyrgyzstan,2,visa_free
25765,North Korea,Laos,1,visa_on_arrival
25766,North Korea,Latvia,0,visa_required
25767,North Korea,Lebanon,0,visa_required
25768,North Korea,Lesotho,1,visa_on_arrival
25769,North Korea,Liberia,0,visa_required
25770,North Korea,Libya,0,visa_required
25771,North Korea,Liechtenstein,0,visa_required
25772,North Korea,Lithuania,0,visa_required
25773,North Korea,Luxembourg,0,visa_required
25774,North Korea,Macao,1,visa_on_arrival
25775,North Korea,Madagascar,1,visa_on_arrival
25776,North Korea,Malawi,1,visa_on_arrival
25777,North Korea,Malaysia,0,visa_required
25778,North Korea,Maldives,1,visa_on_arrival
25779,North Korea,Mali,0,visa_required
25780,North Korea,Malta,0,visa_required
25781,North Korea,Marshall Islands,0,visa_required
25782,North Korea,Mauritania,1,visa_on_arrival
25783,North Korea,Mauritius,0,visa_required
25784,North Korea,Mexico,0,visa_required
25785,North Korea,Micronesia,2,visa_free
25786,North Korea,Moldova,0,visa_required
25787,North Korea,Monaco,0,visa_required
25788,North Korea,Mongolia,0,visa_required
25789,North Korea,Montenegro,0,visa_required
25790,North Korea,Morocco,0,visa_required
25791,North Korea,Mozambique,1,visa_on_arrival
25792,North Korea,Myanmar [Burma],0,visa_required
25793,North Korea,Namibia,0,visa_required
25794,North Korea,Nauru,0,visa_required
25795,North Korea,Nepal,1,visa_on_arrival
25796,North Korea,Netherlands,0,visa_required
25797,North Korea,New Zealand,0,visa_required
25798,North Korea,Nicaragua,1,visa_on_arrival
25799,North Korea,Niger,0,visa_required
25800,North Korea,Nigeria,1,visa_on_arrival
25801,North Korea,North Macedonia,0,visa_required
25802,North Korea,Norway,0,visa_required
25803,North Korea,Oman,0,visa_required
25804,North Korea,Pakistan,0,visa_required
25805,North Korea,Palau,1,visa_on_arrival
25806,North Korea,Palestinian Territories,2,visa_free
25807,North Korea,Panama,0,visa_required
25808,North Korea,Papua New Guinea,0,visa_required
25809,North Korea,Paraguay,0,visa_required
25810,North Korea,Peru,0,visa_required
25811,North Korea,Philippines,0,visa_required
25812,North Korea,Poland,0,visa_required
25813,North Korea,Portugal,0,visa_required
25814,North Korea,Qatar,0,visa_required
25815,North Korea,Romania,0,visa_required
25816,North Korea,Russia,0,visa_required
25817,North Korea,Rwanda,1,visa_on_arrival
25818,North Korea,Saint Kitts and Nevis,0,visa_required
25819,North Korea,Saint Lucia,0,visa_required
25820,North Korea,Samoa,1,visa_on_arrival
25821,North Korea,San Marino,0,visa_required
25822,North Korea,São Tomé and Príncipe,0,visa_required
25823,North Korea,Saudi Arabia,0,visa_required
25824,North Korea,Senegal,0,visa_required
25825,North Korea,Serbia,0,visa_required
25826,North Korea,Seychelles,1,visa_on_arrival
25827,North Korea,Sierra Leone,0,visa_required
25828,North Korea,Singapore,0,visa_required
25829,North Korea,Slovakia,0,visa_required
25830,North Korea,Slovenia,0,visa_required
25831,North Korea,Solomon Islands,0,visa_required
25832,North Korea,Somalia,1,visa_on_arrival
25833,North Korea,South Africa,0,visa_required
25834,North Korea,South Korea,0,visa_required
25835,North Korea,South Sudan,1,visa_on_arrival
25836,North Korea,Spain,0,visa_required
25837,North Korea,Sri Lanka,0,visa_required
25838,North Korea,Saint Vincent and the Grenadines,2,visa_free
25839,North Korea,Sudan,0,visa_required
25840,North Korea,Suriname,2,visa_free
25841,North Korea,Sweden,0,visa_required
25842,North Korea,Switzerland,0,visa_required
25843,North Korea,Syria,0,visa_required
25844,North Korea,Taiwan,0,visa_required
25845,North Korea,Tajikistan,0,visa_required
25846,North Korea,Tanzania,1,visa_on_arrival
25847,North Korea,Thailand,0,visa_required
25848,North Korea,Timor-Leste,1,visa_on_arrival
25849,North Korea,Togo,1,visa_on_arrival
25850,North Korea,Tonga,0,visa_required
25851,North Korea,Trinidad and Tobago,0,visa_required
25852,North Korea,Tunisia,0,visa_required
25853,North Korea,Turkmenistan,0,visa_required
25854,North Korea,Tuvalu,1,visa_on_arrival
25855,North Korea,Turkey,0,visa_required
25856,North Korea,Uganda,1,visa_on_arrival
25857,North Korea,Ukraine,0,visa_required
25858,North Korea,United Arab Emirates,0,visa_required
25859,North Korea,United Kingdom,0,visa_required
25860,North Korea,USA,0,visa_required
25861,North Korea,Uruguay,0,visa_required
25862,North Korea,Uzbekistan,0,visa_required
25863,North Korea,Vanuatu,0,visa_required
25864,North Korea,Vatican City,0,visa_required
25865,North Korea,Venezuela,0,visa_required
25866,North Korea,Vietnam,0,visa_required
25867,North Korea,Yemen,0,visa_required
25868,North Korea,Zambia,0,visa_required
25869,North Korea,Zimbabwe,0,visa_required
25870,North Korea,North Korea,4,
25871,North Macedonia,Afghanistan,0,visa_required
25872,North Macedonia,Albania,2,visa_free
25873,North Macedonia,Algeria,0,visa_required
25874,North Macedonia,Andorra,2,visa_free
25875,North Macedonia,Angola,1,visa_on_arrival
25876,North Macedonia,Antigua and Barbuda,2,visa_free
25877,North Macedonia,Argentina,2,visa_free
25878,North Macedonia,Armenia,1,visa_on_arrival
25879,North Macedonia,Australia,0,visa_required
25880,North Macedonia,Austria,2,visa_free
25881,North Macedonia,Azerbaijan,1,visa_on_arrival
25882,North Macedonia,Bahamas,2,visa_free
25883,North Macedonia,Bahrain,0,visa_required
25884,North Macedonia,Bangladesh,1,visa_on_arrival
25885,North Macedonia,Barbados,2,visa_free
25886,North Macedonia,Belarus,2,visa_free
25887,North Macedonia,Belgium,2,visa_free
25888,North Macedonia,Belize,0,visa_required
25889,North Macedonia,Benin,0,visa_required
25890,North Macedonia,Bhutan,0,visa_required
25891,North Macedonia,Bolivia,1,visa_on_arrival
25892,North Macedonia,Bosnia and Herzegovina,2,visa_free
25893,North Macedonia,Botswana,0,visa_required
25894,North Macedonia,Brazil,2,visa_free
25895,North Macedonia,Brunei,0,visa_required
25896,North Macedonia,Bulgaria,2,visa_free
25897,North Macedonia,Burkina Faso,0,visa_required
25898,North Macedonia,Burundi,1,visa_on_arrival
25899,North Macedonia,Cambodia,1,visa_on_arrival
25900,North Macedonia,Cameroon,0,visa_required
25901,North Macedonia,Canada,0,visa_required
25902,North Macedonia,Cape Verde,1,visa_on_arrival
25903,North Macedonia,Central African Republic,0,visa_required
25904,North Macedonia,Chad,0,visa_required
25905,North Macedonia,Chile,2,visa_free
25906,North Macedonia,China,0,visa_required
25907,North Macedonia,Colombia,2,visa_free
25908,North Macedonia,Comoros,1,visa_on_arrival
25909,North Macedonia,Congo [Republic],0,visa_required
25910,North Macedonia,Congo [DRC],1,visa_on_arrival
25911,North Macedonia,Costa Rica,0,visa_required
25912,North Macedonia,Côte d'Ivoire,3,eta
25913,North Macedonia,Croatia,2,visa_free
25914,North Macedonia,Cuba,2,visa_free
25915,North Macedonia,Cyprus,2,visa_free
25916,North Macedonia,Czech Republic,2,visa_free
25917,North Macedonia,Denmark,2,visa_free
25918,North Macedonia,Djibouti,1,visa_on_arrival
25919,North Macedonia,Dominica,2,visa_free
25920,North Macedonia,Dominican Republic,2,visa_free
25921,North Macedonia,Ecuador,2,visa_free
25922,North Macedonia,Egypt,1,visa_on_arrival
25923,North Macedonia,El Salvador,2,visa_free
25924,North Macedonia,Equatorial Guinea,0,visa_required
25925,North Macedonia,Eritrea,0,visa_required
25926,North Macedonia,Estonia,2,visa_free
25927,North Macedonia,Eswatini,0,visa_required
25928,North Macedonia,Ethiopia,1,visa_on_arrival
25929,North Macedonia,Fiji,0,visa_required
25930,North Macedonia,Finland,2,visa_free
25931,North Macedonia,France,2,visa_free
25932,North Macedonia,Gabon,1,visa_on_arrival
25933,North Macedonia,Gambia,2,visa_free
25934,North Macedonia,Georgia,2,visa_free
25935,North Macedonia,Germany,2,visa_free
25936,North Macedonia,Ghana,0,visa_required
25937,North Macedonia,Greece,2,visa_free
25938,North Macedonia,Grenada,0,visa_required
25939,North Macedonia,Guatemala,2,visa_free
25940,North Macedonia,Guinea,1,visa_on_arrival
25941,North Macedonia,Guinea-Bissau,0,visa_required
25942,North Macedonia,Guyana,0,visa_required
25943,North Macedonia,Haiti,2,visa_free
25944,North Macedonia,Honduras,2,visa_free
25945,North Macedonia,Hong Kong,2,visa_free
25946,North Macedonia,Hungary,2,visa_free
25947,North Macedonia,Iceland,2,visa_free
25948,North Macedonia,India,1,visa_on_arrival
25949,North Macedonia,Indonesia,0,visa_required
25950,North Macedonia,Iran,1,visa_on_arrival
25951,North Macedonia,Iraq,0,visa_required
25952,North Macedonia,Ireland,0,visa_required
25953,North Macedonia,Israel,2,visa_free
25954,North Macedonia,Italy,2,visa_free
25955,North Macedonia,Jamaica,1,visa_on_arrival
25956,North Macedonia,Japan,2,visa_free
25957,North Macedonia,Jordan,1,visa_on_arrival
25958,North Macedonia,Kazakhstan,0,visa_required
25959,North Macedonia,Kenya,1,visa_on_arrival
25960,North Macedonia,Kiribati,0,visa_required
25961,North Macedonia,Kosovo,2,visa_free
25962,North Macedonia,Kuwait,0,visa_required
25963,North Macedonia,Kyrgyzstan,2,visa_free
25964,North Macedonia,Laos,1,visa_on_arrival
25965,North Macedonia,Latvia,2,visa_free
25966,North Macedonia,Lebanon,1,visa_on_arrival
25967,North Macedonia,Lesotho,1,visa_on_arrival
25968,North Macedonia,Liberia,0,visa_required
25969,North Macedonia,Libya,0,visa_required
25970,North Macedonia,Liechtenstein,2,visa_free
25971,North Macedonia,Lithuania,2,visa_free
25972,North Macedonia,Luxembourg,2,visa_free
25973,North Macedonia,Macao,2,visa_free
25974,North Macedonia,Madagascar,1,visa_on_arrival
25975,North Macedonia,Malawi,1,visa_on_arrival
25976,North Macedonia,Malaysia,2,visa_free
25977,North Macedonia,Maldives,1,visa_on_arrival
25978,North Macedonia,Mali,0,visa_required
25979,North Macedonia,Malta,2,visa_free
25980,North Macedonia,Marshall Islands,0,visa_required
25981,North Macedonia,Mauritania,1,visa_on_arrival
25982,North Macedonia,Mauritius,1,visa_on_arrival
25983,North Macedonia,Mexico,0,visa_required
25984,North Macedonia,Micronesia,2,visa_free
25985,North Macedonia,Moldova,2,visa_free
25986,North Macedonia,Monaco,2,visa_free
25987,North Macedonia,Mongolia,0,visa_required
25988,North Macedonia,Montenegro,2,visa_free
25989,North Macedonia,Morocco,0,visa_required
25990,North Macedonia,Mozambique,1,visa_on_arrival
25991,North Macedonia,Myanmar [Burma],0,visa_required
25992,North Macedonia,Namibia,0,visa_required
25993,North Macedonia,Nauru,0,visa_required
25994,North Macedonia,Nepal,1,visa_on_arrival
25995,North Macedonia,Netherlands,2,visa_free
25996,North Macedonia,New Zealand,0,visa_required
25997,North Macedonia,Nicaragua,2,visa_free
25998,North Macedonia,Niger,0,visa_required
25999,North Macedonia,Nigeria,1,visa_on_arrival
26000,North Macedonia,North Korea,0,visa_required
26001,North Macedonia,Norway,2,visa_free
26002,North Macedonia,Oman,1,visa_on_arrival
26003,North Macedonia,Pakistan,0,visa_required
26004,North Macedonia,Palau,1,visa_on_arrival
26005,North Macedonia,Palestinian Territories,2,visa_free
26006,North Macedonia,Panama,2,visa_free
26007,North Macedonia,Papua New Guinea,0,visa_required
26008,North Macedonia,Paraguay,0,visa_required
26009,North Macedonia,Peru,2,visa_free
26010,North Macedonia,Philippines,0,visa_required
26011,North Macedonia,Poland,2,visa_free
26012,North Macedonia,Portugal,2,visa_free
26013,North Macedonia,Qatar,1,visa_on_arrival
26014,North Macedonia,Romania,2,visa_free
26015,North Macedonia,Russia,2,visa_free
26016,North Macedonia,Rwanda,1,visa_on_arrival
26017,North Macedonia,Saint Kitts and Nevis,2,visa_free
26018,North Macedonia,Saint Lucia,0,visa_required
26019,North Macedonia,Samoa,1,visa_on_arrival
26020,North Macedonia,San Marino,2,visa_free
26021,North Macedonia,São Tomé and Príncipe,0,visa_required
26022,North Macedonia,Saudi Arabia,0,visa_required
26023,North Macedonia,Senegal,0,visa_required
26024,North Macedonia,Serbia,2,visa_free
26025,North Macedonia,Seychelles,1,visa_on_arrival
26026,North Macedonia,Sierra Leone,0,visa_required
26027,North Macedonia,Singapore,2,visa_free
26028,North Macedonia,Slovakia,2,visa_free
26029,North Macedonia,Slovenia,2,visa_free
26030,North Macedonia,Solomon Islands,0,visa_required
26031,North Macedonia,Somalia,1,visa_on_arrival
26032,North Macedonia,South Africa,0,visa_required
26033,North Macedonia,South Korea,0,visa_required
26034,North Macedonia,South Sudan,1,visa_on_arrival
26035,North Macedonia,Spain,2,visa_free
26036,North Macedonia,Sri Lanka,3,eta
26037,North Macedonia,Saint Vincent and the Grenadines,2,visa_free
26038,North Macedonia,Sudan,0,visa_required
26039,North Macedonia,Suriname,2,visa_free
26040,North Macedonia,Sweden,2,visa_free
26041,North Macedonia,Switzerland,2,visa_free
26042,North Macedonia,Syria,0,visa_required
26043,North Macedonia,Taiwan,2,visa_free
26044,North Macedonia,Tajikistan,0,visa_required
26045,North Macedonia,Tanzania,1,visa_on_arrival
26046,North Macedonia,Thailand,0,visa_required
26047,North Macedonia,Timor-Leste,1,visa_on_arrival
26048,North Macedonia,Togo,1,visa_on_arrival
26049,North Macedonia,Tonga,0,visa_required
26050,North Macedonia,Trinidad and Tobago,0,visa_required
26051,North Macedonia,Tunisia,2,visa_free
26052,North Macedonia,Turkmenistan,0,visa_required
26053,North Macedonia,Tuvalu,1,visa_on_arrival
26054,North Macedonia,Turkey,2,visa_free
26055,North Macedonia,Uganda,1,visa_on_arrival
26056,North Macedonia,Ukraine,2,visa_free
26057,North Macedonia,United Arab Emirates,0,visa_required
26058,North Macedonia,United Kingdom,0,visa_required
26059,North Macedonia,USA,0,visa_required
26060,North Macedonia,Uruguay,0,visa_required
26061,North Macedonia,Uzbekistan,1,visa_on_arrival
26062,North Macedonia,Vanuatu,0,visa_required
26063,North Macedonia,Vatican City,2,visa_free
26064,North Macedonia,Venezuela,0,visa_required
26065,North Macedonia,Vietnam,1,visa_on_arrival
26066,North Macedonia,Yemen,0,visa_required
26067,North Macedonia,Zambia,1,visa_on_arrival
26068,North Macedonia,Zimbabwe,1,visa_on_arrival
26069,North Macedonia,North Macedonia,4,
26070,Norway,Afghanistan,0,visa_required
26071,Norway,Albania,2,visa_free
26072,Norway,Algeria,0,visa_required
26073,Norway,Andorra,2,visa_free
26074,Norway,Angola,1,visa_on_arrival
26075,Norway,Antigua and Barbuda,2,visa_free
26076,Norway,Argentina,2,visa_free
26077,Norway,Armenia,2,visa_free
26078,Norway,Australia,3,eta
26079,Norway,Austria,2,visa_free
26080,Norway,Azerbaijan,1,visa_on_arrival
26081,Norway,Bahamas,2,visa_free
26082,Norway,Bahrain,1,visa_on_arrival
26083,Norway,Bangladesh,1,visa_on_arrival
26084,Norway,Barbados,2,visa_free
26085,Norway,Belarus,2,visa_free
26086,Norway,Belgium,2,visa_free
26087,Norway,Belize,2,visa_free
26088,Norway,Benin,0,visa_required
26089,Norway,Bhutan,0,visa_required
26090,Norway,Bolivia,2,visa_free
26091,Norway,Bosnia and Herzegovina,2,visa_free
26092,Norway,Botswana,2,visa_free
26093,Norway,Brazil,2,visa_free
26094,Norway,Brunei,2,visa_free
26095,Norway,Bulgaria,2,visa_free
26096,Norway,Burkina Faso,1,visa_on_arrival
26097,Norway,Burundi,1,visa_on_arrival
26098,Norway,Cambodia,1,visa_on_arrival
26099,Norway,Cameroon,0,visa_required
26100,Norway,Canada,3,eta
26101,Norway,Cape Verde,2,visa_free
26102,Norway,Central African Republic,0,visa_required
26103,Norway,Chad,0,visa_required
26104,Norway,Chile,2,visa_free
26105,Norway,China,0,visa_required
26106,Norway,Colombia,2,visa_free
26107,Norway,Comoros,1,visa_on_arrival
26108,Norway,Congo [Republic],0,visa_required
26109,Norway,Congo [DRC],1,visa_on_arrival
26110,Norway,Costa Rica,2,visa_free
26111,Norway,Côte d'Ivoire,3,eta
26112,Norway,Croatia,2,visa_free
26113,Norway,Cuba,1,visa_on_arrival
26114,Norway,Cyprus,2,visa_free
26115,Norway,Czech Republic,2,visa_free
26116,Norway,Denmark,2,visa_free
26117,Norway,Djibouti,1,visa_on_arrival
26118,Norway,Dominica,2,visa_free
26119,Norway,Dominican Republic,2,visa_free
26120,Norway,Ecuador,2,visa_free
26121,Norway,Egypt,1,visa_on_arrival
26122,Norway,El Salvador,2,visa_free
26123,Norway,Equatorial Guinea,0,visa_required
26124,Norway,Eritrea,0,visa_required
26125,Norway,Estonia,2,visa_free
26126,Norway,Eswatini,2,visa_free
26127,Norway,Ethiopia,1,visa_on_arrival
26128,Norway,Fiji,2,visa_free
26129,Norway,Finland,2,visa_free
26130,Norway,France,2,visa_free
26131,Norway,Gabon,1,visa_on_arrival
26132,Norway,Gambia,2,visa_free
26133,Norway,Georgia,2,visa_free
26134,Norway,Germany,2,visa_free
26135,Norway,Ghana,0,visa_required
26136,Norway,Greece,2,visa_free
26137,Norway,Grenada,2,visa_free
26138,Norway,Guatemala,2,visa_free
26139,Norway,Guinea,1,visa_on_arrival
26140,Norway,Guinea-Bissau,0,visa_required
26141,Norway,Guyana,2,visa_free
26142,Norway,Haiti,2,visa_free
26143,Norway,Honduras,2,visa_free
26144,Norway,Hong Kong,2,visa_free
26145,Norway,Hungary,2,visa_free
26146,Norway,Iceland,2,visa_free
26147,Norway,India,1,visa_on_arrival
26148,Norway,Indonesia,1,visa_on_arrival
26149,Norway,Iran,1,visa_on_arrival
26150,Norway,Iraq,0,visa_required
26151,Norway,Ireland,2,visa_free
26152,Norway,Israel,2,visa_free
26153,Norway,Italy,2,visa_free
26154,Norway,Jamaica,2,visa_free
26155,Norway,Japan,2,visa_free
26156,Norway,Jordan,1,visa_on_arrival
26157,Norway,Kazakhstan,2,visa_free
26158,Norway,Kenya,1,visa_on_arrival
26159,Norway,Kiribati,2,visa_free
26160,Norway,Kosovo,2,visa_free
26161,Norway,Kuwait,1,visa_on_arrival
26162,Norway,Kyrgyzstan,2,visa_free
26163,Norway,Laos,1,visa_on_arrival
26164,Norway,Latvia,2,visa_free
26165,Norway,Lebanon,1,visa_on_arrival
26166,Norway,Lesotho,2,visa_free
26167,Norway,Liberia,0,visa_required
26168,Norway,Libya,0,visa_required
26169,Norway,Liechtenstein,2,visa_free
26170,Norway,Lithuania,2,visa_free
26171,Norway,Luxembourg,2,visa_free
26172,Norway,Macao,2,visa_free
26173,Norway,Madagascar,1,visa_on_arrival
26174,Norway,Malawi,1,visa_on_arrival
26175,Norway,Malaysia,2,visa_free
26176,Norway,Maldives,1,visa_on_arrival
26177,Norway,Mali,0,visa_required
26178,Norway,Malta,2,visa_free
26179,Norway,Marshall Islands,1,visa_on_arrival
26180,Norway,Mauritania,1,visa_on_arrival
26181,Norway,Mauritius,2,visa_free
26182,Norway,Mexico,2,visa_free
26183,Norway,Micronesia,2,visa_free
26184,Norway,Moldova,2,visa_free
26185,Norway,Monaco,2,visa_free
26186,Norway,Mongolia,2,visa_free
26187,Norway,Montenegro,2,visa_free
26188,Norway,Morocco,2,visa_free
26189,Norway,Mozambique,2,visa_free
26190,Norway,Myanmar [Burma],0,visa_required
26191,Norway,Namibia,2,visa_free
26192,Norway,Nauru,0,visa_required
26193,Norway,Nepal,1,visa_on_arrival
26194,Norway,Netherlands,2,visa_free
26195,Norway,New Zealand,3,eta
26196,Norway,Nicaragua,2,visa_free
26197,Norway,Niger,0,visa_required
26198,Norway,Nigeria,1,visa_on_arrival
26199,Norway,North Korea,0,visa_required
26200,Norway,North Macedonia,2,visa_free
26201,Norway,Oman,1,visa_on_arrival
26202,Norway,Pakistan,3,eta
26203,Norway,Palau,1,visa_on_arrival
26204,Norway,Palestinian Territories,2,visa_free
26205,Norway,Panama,2,visa_free
26206,Norway,Papua New Guinea,1,visa_on_arrival
26207,Norway,Paraguay,2,visa_free
26208,Norway,Peru,2,visa_free
26209,Norway,Philippines,2,visa_free
26210,Norway,Poland,2,visa_free
26211,Norway,Portugal,2,visa_free
26212,Norway,Qatar,1,visa_on_arrival
26213,Norway,Romania,2,visa_free
26214,Norway,Russia,0,visa_required
26215,Norway,Rwanda,1,visa_on_arrival
26216,Norway,Saint Kitts and Nevis,2,visa_free
26217,Norway,Saint Lucia,2,visa_free
26218,Norway,Samoa,1,visa_on_arrival
26219,Norway,San Marino,2,visa_free
26220,Norway,São Tomé and Príncipe,2,visa_free
26221,Norway,Saudi Arabia,1,visa_on_arrival
26222,Norway,Senegal,1,visa_on_arrival
26223,Norway,Serbia,2,visa_free
26224,Norway,Seychelles,1,visa_on_arrival
26225,Norway,Sierra Leone,1,visa_on_arrival
26226,Norway,Singapore,2,visa_free
26227,Norway,Slovakia,2,visa_free
26228,Norway,Slovenia,2,visa_free
26229,Norway,Solomon Islands,2,visa_free
26230,Norway,Somalia,1,visa_on_arrival
26231,Norway,South Africa,2,visa_free
26232,Norway,South Korea,2,visa_free
26233,Norway,South Sudan,1,visa_on_arrival
26234,Norway,Spain,2,visa_free
26235,Norway,Sri Lanka,3,eta
26236,Norway,Saint Vincent and the Grenadines,2,visa_free
26237,Norway,Sudan,0,visa_required
26238,Norway,Suriname,2,visa_free
26239,Norway,Sweden,2,visa_free
26240,Norway,Switzerland,2,visa_free
26241,Norway,Syria,0,visa_required
26242,Norway,Taiwan,2,visa_free
26243,Norway,Tajikistan,2,visa_free
26244,Norway,Tanzania,1,visa_on_arrival
26245,Norway,Thailand,2,visa_free
26246,Norway,Timor-Leste,2,visa_free
26247,Norway,Togo,1,visa_on_arrival
26248,Norway,Tonga,2,visa_free
26249,Norway,Trinidad and Tobago,2,visa_free
26250,Norway,Tunisia,2,visa_free
26251,Norway,Turkmenistan,0,visa_required
26252,Norway,Tuvalu,2,visa_free
26253,Norway,Turkey,2,visa_free
26254,Norway,Uganda,1,visa_on_arrival
26255,Norway,Ukraine,2,visa_free
26256,Norway,United Arab Emirates,2,visa_free
26257,Norway,United Kingdom,2,visa_free
26258,Norway,USA,3,eta
26259,Norway,Uruguay,2,visa_free
26260,Norway,Uzbekistan,2,visa_free
26261,Norway,Vanuatu,2,visa_free
26262,Norway,Vatican City,2,visa_free
26263,Norway,Venezuela,2,visa_free
26264,Norway,Vietnam,2,visa_free
26265,Norway,Yemen,0,visa_required
26266,Norway,Zambia,2,visa_free
26267,Norway,Zimbabwe,1,visa_on_arrival
26268,Norway,Norway,4,
26269,Oman,Afghanistan,0,visa_required
26270,Oman,Albania,2,visa_free
26271,Oman,Algeria,0,visa_required
26272,Oman,Andorra,0,visa_required
26273,Oman,Angola,1,visa_on_arrival
26274,Oman,Antigua and Barbuda,0,visa_required
26275,Oman,Argentina,0,visa_required
26276,Oman,Armenia,1,visa_on_arrival
26277,Oman,Australia,0,visa_required
26278,Oman,Austria,0,visa_required
26279,Oman,Azerbaijan,1,visa_on_arrival
26280,Oman,Bahamas,2,visa_free
26281,Oman,Bahrain,2,visa_free
26282,Oman,Bangladesh,1,visa_on_arrival
26283,Oman,Barbados,2,visa_free
26284,Oman,Belarus,2,visa_free
26285,Oman,Belgium,0,visa_required
26286,Oman,Belize,0,visa_required
26287,Oman,Benin,0,visa_required
26288,Oman,Bhutan,0,visa_required
26289,Oman,Bolivia,1,visa_on_arrival
26290,Oman,Bosnia and Herzegovina,2,visa_free
26291,Oman,Botswana,2,visa_free
26292,Oman,Brazil,0,visa_required
26293,Oman,Brunei,2,visa_free
26294,Oman,Bulgaria,0,visa_required
26295,Oman,Burkina Faso,0,visa_required
26296,Oman,Burundi,1,visa_on_arrival
26297,Oman,Cambodia,1,visa_on_arrival
26298,Oman,Cameroon,0,visa_required
26299,Oman,Canada,0,visa_required
26300,Oman,Cape Verde,1,visa_on_arrival
26301,Oman,Central African Republic,0,visa_required
26302,Oman,Chad,0,visa_required
26303,Oman,Chile,0,visa_required
26304,Oman,China,0,visa_required
26305,Oman,Colombia,0,visa_required
26306,Oman,Comoros,1,visa_on_arrival
26307,Oman,Congo [Republic],0,visa_required
26308,Oman,Congo [DRC],1,visa_on_arrival
26309,Oman,Costa Rica,0,visa_required
26310,Oman,Côte d'Ivoire,3,eta
26311,Oman,Croatia,0,visa_required
26312,Oman,Cuba,1,visa_on_arrival
26313,Oman,Cyprus,0,visa_required
26314,Oman,Czech Republic,0,visa_required
26315,Oman,Denmark,0,visa_required
26316,Oman,Djibouti,1,visa_on_arrival
26317,Oman,Dominica,2,visa_free
26318,Oman,Dominican Republic,0,visa_required
26319,Oman,Ecuador,2,visa_free
26320,Oman,Egypt,2,visa_free
26321,Oman,El Salvador,0,visa_required
26322,Oman,Equatorial Guinea,0,visa_required
26323,Oman,Eritrea,0,visa_required
26324,Oman,Estonia,0,visa_required
26325,Oman,Eswatini,0,visa_required
26326,Oman,Ethiopia,1,visa_on_arrival
26327,Oman,Fiji,0,visa_required
26328,Oman,Finland,0,visa_required
26329,Oman,France,0,visa_required
26330,Oman,Gabon,1,visa_on_arrival
26331,Oman,Gambia,0,visa_required
26332,Oman,Georgia,2,visa_free
26333,Oman,Germany,0,visa_required
26334,Oman,Ghana,0,visa_required
26335,Oman,Greece,0,visa_required
26336,Oman,Grenada,0,visa_required
26337,Oman,Guatemala,0,visa_required
26338,Oman,Guinea,1,visa_on_arrival
26339,Oman,Guinea-Bissau,0,visa_required
26340,Oman,Guyana,0,visa_required
26341,Oman,Haiti,2,visa_free
26342,Oman,Honduras,0,visa_required
